subject,condition,n_std,n_dev,lateralization_RminusL_uV,GFP_uV,peak_lat_Fz_ms,Fz_MMN_130_200_uV,Cz_MMN_130_200_uV,F4_MMN_130_200_uV,split_half_topo_r
imokawa,free,1020,206,0.585367559989078,0.845954204018912,172.8515625,-0.72706248695436,-0.231668041198014,-0.0506739697432237,0.619860129906572
