subject,condition,n_std,n_dev,lateralization_RminusL_uV,GFP_uV,peak_lat_Fz_ms,Fz_MMN_130_200_uV,Cz_MMN_130_200_uV,F4_MMN_130_200_uV,split_half_topo_r
imokawa,sitting,1052,178,0.0142293190183719,0.86075608059799,121.09375,-0.900950897311047,0.381418380096384,-0.962193976774522,0.881921299441616
