-0.25033,-0.23049,-0.41789,-0.0637,0.16154,-0.17526,-0.57466,0.24765,0.29547,-0.097417,-0.031256,-0.022512,0.090523,-0.053168,-0.14757,-0.1319,-0.10405,0.059985,0.1875,0.21302,0.24674,0.20937,0.12655,0.20677,0.1079,0.13578,0.12888,0.012942,-0.078119,-0.13742,-0.082059,0.1669
-0.22844,-0.20997,-0.41209,-0.058851,0.15986,-0.17426,-0.55595,0.22738,0.2831,-0.10193,-0.039976,-0.03505,0.082184,-0.061924,-0.1533,-0.14968,-0.12736,0.048467,0.1888,0.2112,0.23727,0.2099,0.11081,0.21368,0.10912,0.13908,0.13502,0.034805,-0.063885,-0.11205,-0.071941,0.16573
-0.20551,-0.18949,-0.40484,-0.055186,0.15606,-0.17301,-0.53375,0.20525,0.26888,-0.1061,-0.04819,-0.047295,0.073305,-0.070641,-0.15879,-0.16559,-0.14864,0.037625,0.18961,0.2096,0.22796,0.2088,0.095632,0.22108,0.11034,0.14154,0.14053,0.056644,-0.049652,-0.086349,-0.062438,0.16238
-0.18172,-0.16922,-0.39615,-0.052751,0.15015,-0.17158,-0.50815,0.18146,0.25293,-0.10981,-0.055769,-0.05906,0.063963,-0.07913,-0.16386,-0.17944,-0.16763,0.027604,0.18993,0.20822,0.21883,0.20605,0.081122,0.2288,0.11145,0.14303,0.14524,0.07821,-0.035586,-0.060539,-0.053667,0.15687
-0.15726,-0.14936,-0.38603,-0.051567,0.14215,-0.17002,-0.47931,0.15627,0.2354,-0.11294,-0.062594,-0.070169,0.054239,-0.087206,-0.16835,-0.1911,-0.1841,0.018535,0.18975,0.20701,0.20988,0.20163,0.067382,0.23663,0.11238,0.14341,0.14903,0.099259,-0.021848,-0.034855,-0.045731,0.14926
-0.13232,-0.13005,-0.37451,-0.051629,0.13213,-0.16838,-0.4474,0.12993,0.21644,-0.1154,-0.068566,-0.080461,0.044223,-0.094691,-0.17211,-0.20044,-0.19786,0.010531,0.18905,0.20596,0.20113,0.19557,0.054501,0.24438,0.11305,0.1426,0.15177,0.11955,-0.0085907,-0.009529,-0.038717,0.13963
-0.10711,-0.11146,-0.36161,-0.0529,0.12017,-0.16669,-0.41267,0.10274,0.19623,-0.11709,-0.073598,-0.089791,0.034007,-0.10142,-0.17499,-0.20736,-0.20873,0.0036842,0.18784,0.20499,0.19257,0.1879,0.04256,0.25181,0.11339,0.14049,0.15334,0.13886,0.0040406,0.015211,-0.032698,0.12809
-0.081822,-0.0937,-0.34737,-0.055319,0.10638,-0.16497,-0.37538,0.074987,0.17494,-0.11795,-0.077622,-0.09803,0.023686,-0.10724,-0.17687,-0.2118,-0.2166,-0.0019338,0.1861,0.20407,0.18419,0.17869,0.031626,0.25868,0.11332,0.13702,0.15365,0.15696,0.015913,0.039141,-0.027725,0.11478
-0.05666,-0.076891,-0.33182,-0.058797,0.090923,-0.16322,-0.33585,0.046994,0.15278,-0.1179,-0.080586,-0.10507,0.013357,-0.11201,-0.17765,-0.21371,-0.22137,-0.0062762,0.18381,0.20311,0.17596,0.16801,0.021752,0.26477,0.11279,0.13216,0.15261,0.17366,0.026907,0.062048,-0.023831,0.099844
-0.031826,-0.061123,-0.31501,-0.063217,0.073956,-0.16144,-0.29442,0.019079,0.12993,-0.11689,-0.082456,-0.11082,0.0031195,-0.11562,-0.17724,-0.2131,-0.22301,-0.0093215,0.18097,0.20204,0.16787,0.15596,0.012976,0.26983,0.11173,0.12588,0.15016,0.18876,0.036918,0.083728,-0.02103,0.083464
-0.0075167,-0.046467,-0.297,-0.068441,0.055679,-0.15959,-0.25146,-0.008431,0.10662,-0.11489,-0.083214,-0.11522,-0.0069309,-0.11797,-0.17557,-0.21,-0.22151,-0.011074,0.17754,0.20077,0.15987,0.14264,0.0053187,0.27364,0.11012,0.11819,0.14626,0.2021,0.045857,0.10399,-0.019312,0.065837
0.016072,-0.032973,-0.27784,-0.074307,0.036311,-0.15764,-0.20736,-0.035211,0.083053,-0.11186,-0.08286,-0.1182,-0.016699,-0.119,-0.17259,-0.20446,-0.21692,-0.011566,0.17352,0.19921,0.15192,0.12819,-0.001213,0.27597,0.1079,0.10913,0.1409,0.21353,0.053653,0.12266,-0.018645,0.047181
0.03875,-0.02067,-0.25761,-0.080637,0.016095,-0.15553,-0.16251,-0.060943,0.059446,-0.10778,-0.08141,-0.11976,-0.026094,-0.11864,-0.1683,-0.1966,-0.20932,-0.010853,0.16886,0.19725,0.14398,0.11275,-0.0066302,0.27663,0.10506,0.098762,0.13408,0.22293,0.060254,0.13957,-0.018978,0.027728
0.060338,-0.0095674,-0.23639,-0.087232,-0.0047129,-0.15321,-0.11734,-0.085316,0.036016,-0.10267,-0.078897,-0.11988,-0.035029,-0.11688,-0.16267,-0.18653,-0.19885,-0.0090187,0.16355,0.19479,0.13599,0.096459,-0.01096,0.27542,0.10158,0.087167,0.12584,0.23018,0.065631,0.15458,-0.020237,0.0077259
0.080663,0.00034419,-0.21426,-0.093886,-0.025838,-0.15058,-0.07225,-0.10804,0.012973,-0.096541,-0.075369,-0.11858,-0.043423,-0.11372,-0.15575,-0.1744,-0.18568,-0.0061693,0.15755,0.19171,0.1279,0.07949,-0.014244,0.27218,0.097441,0.074458,0.11623,0.23522,0.06977,0.16759,-0.022328,-0.012569
0.099565,0.0090923,-0.19133,-0.10038,-0.046997,-0.14758,-0.02766,-0.12883,-0.0094741,-0.089414,-0.070886,-0.11589,-0.051201,-0.10917,-0.14756,-0.16041,-0.17003,-0.0024325,0.15083,0.1879,0.11964,0.062005,-0.016542,0.26679,0.092655,0.060769,0.10535,0.23798,0.07268,0.17848,-0.025141,-0.032893
0.1169,0.016721,-0.16769,-0.1065,-0.067898,-0.14411,0.016028,-0.14745,-0.031126,-0.081337,-0.065522,-0.11186,-0.058295,-0.10328,-0.13818,-0.14474,-0.15214,0.0020449,0.14335,0.18325,0.11115,0.044179,-0.017925,0.25912,0.087231,0.046252,0.093281,0.23843,0.074388,0.18718,-0.028548,-0.052977
0.13252,0.023287,-0.14347,-0.11202,-0.088247,-0.14007,0.058416,-0.16368,-0.051794,-0.072366,-0.05936,-0.10657,-0.064646,-0.096127,-0.12767,-0.12763,-0.1323,0.0071003,0.13509,0.17764,0.10238,0.026186,-0.018478,0.24912,0.081185,0.03108,0.080166,0.23655,0.074939,0.19363,-0.032408,-0.072554
0.14633,0.028862,-0.11878,-0.11673,-0.10775,-0.13537,0.099127,-0.17732,-0.071298,-0.062571,-0.052493,-0.10009,-0.070199,-0.087787,-0.11613,-0.10931,-0.1108,0.012559,0.12602,0.17098,0.09327,0.0082037,-0.018296,0.23675,0.074545,0.015439,0.066148,0.23236,0.074393,0.19781,-0.03657,-0.091359
0.15822,0.033525,-0.093746,-0.12043,-0.12612,-0.12992,0.1378,-0.18822,-0.089473,-0.052038,-0.045019,-0.092537,-0.074912,-0.078367,-0.10367,-0.090017,-0.087978,0.018237,0.11612,0.16316,0.083765,-0.0095925,-0.017486,0.222,0.067341,-0.00047086,0.05139,0.22588,0.072825,0.1997,-0.040875,-0.10913
0.16811,0.037362,-0.068503,-0.12294,-0.14309,-0.12364,0.17409,-0.19627,-0.10617,-0.040861,-0.037045,-0.08401,-0.078746,-0.067988,-0.090383,-0.070013,-0.064168,0.023948,0.10537,0.1541,0.073821,-0.027029,-0.016159,0.2049,0.059614,-0.016442,0.036069,0.21717,0.070321,0.19932,-0.045157,-0.12563
0.17593,0.040466,-0.043184,-0.12407,-0.15837,-0.11643,0.20768,-0.2014,-0.12125,-0.029147,-0.028679,-0.074631,-0.081673,-0.05678,-0.076402,-0.04955,-0.039721,0.029503,0.09376,0.14373,0.063401,-0.043935,-0.014434,0.18555,0.051405,-0.032259,0.020375,0.20629,0.066977,0.1967,-0.049251,-0.14062
0.18164,0.042931,-0.017927,-0.1237,-0.17174,-0.10823,0.2383,-0.20357,-0.13461,-0.017012,-0.020034,-0.064527,-0.08367,-0.044889,-0.061846,-0.028879,-0.014989,0.03472,0.081299,0.13198,0.052478,-0.060148,-0.012429,0.16403,0.042762,-0.047707,0.004503,0.19333,0.062896,0.19189,-0.052993,-0.15387
