subject,condition,n_std,n_dev,lateralization_RminusL_uV,GFP_uV,peak_lat_Fz_ms,Fz_MMN_130_200_uV,Cz_MMN_130_200_uV,F4_MMN_130_200_uV,split_half_topo_r
imokawa,nenndo,1003,220,-0.218920973771289,0.542600338124897,126.953125,-0.186767216598932,-0.736235090605266,0.0579000246719707,0.650386381511781
