filename,P50_Fp1_mean,P50_Fp1_peak,P50_AF3_mean,P50_AF3_peak,P50_F7_mean,P50_F7_peak,P50_F3_mean,P50_F3_peak,P50_FC1_mean,P50_FC1_peak,P50_FC5_mean,P50_FC5_peak,P50_T7_mean,P50_T7_peak,P50_C3_mean,P50_C3_peak,P50_CP1_mean,P50_CP1_peak,P50_CP5_mean,P50_CP5_peak,P50_P7_mean,P50_P7_peak,P50_P3_mean,P50_P3_peak,P50_Pz_mean,P50_Pz_peak,P50_PO3_mean,P50_PO3_peak,P50_O1_mean,P50_O1_peak,P50_Oz_mean,P50_Oz_peak,P50_O2_mean,P50_O2_peak,P50_PO4_mean,P50_PO4_peak,P50_P4_mean,P50_P4_peak,P50_P8_mean,P50_P8_peak,P50_CP6_mean,P50_CP6_peak,P50_CP2_mean,P50_CP2_peak,P50_C4_mean,P50_C4_peak,P50_T8_mean,P50_T8_peak,P50_FC6_mean,P50_FC6_peak,P50_FC2_mean,P50_FC2_peak,P50_F4_mean,P50_F4_peak,P50_F8_mean,P50_F8_peak,P50_AF4_mean,P50_AF4_peak,P50_Fp2_mean,P50_Fp2_peak,P50_Fz_mean,P50_Fz_peak,P50_Cz_mean,P50_Cz_peak,N1_Fp1_mean,N1_Fp1_peak,N1_AF3_mean,N1_AF3_peak,N1_F7_mean,N1_F7_peak,N1_F3_mean,N1_F3_peak,N1_FC1_mean,N1_FC1_peak,N1_FC5_mean,N1_FC5_peak,N1_T7_mean,N1_T7_peak,N1_C3_mean,N1_C3_peak,N1_CP1_mean,N1_CP1_peak,N1_CP5_mean,N1_CP5_peak,N1_P7_mean,N1_P7_peak,N1_P3_mean,N1_P3_peak,N1_Pz_mean,N1_Pz_peak,N1_PO3_mean,N1_PO3_peak,N1_O1_mean,N1_O1_peak,N1_Oz_mean,N1_Oz_peak,N1_O2_mean,N1_O2_peak,N1_PO4_mean,N1_PO4_peak,N1_P4_mean,N1_P4_peak,N1_P8_mean,N1_P8_peak,N1_CP6_mean,N1_CP6_peak,N1_CP2_mean,N1_CP2_peak,N1_C4_mean,N1_C4_peak,N1_T8_mean,N1_T8_peak,N1_FC6_mean,N1_FC6_peak,N1_FC2_mean,N1_FC2_peak,N1_F4_mean,N1_F4_peak,N1_F8_mean,N1_F8_peak,N1_AF4_mean,N1_AF4_peak,N1_Fp2_mean,N1_Fp2_peak,N1_Fz_mean,N1_Fz_peak,N1_Cz_mean,N1_Cz_peak,MMN_classic_Fp1_mean,MMN_classic_Fp1_peak,MMN_classic_AF3_mean,MMN_classic_AF3_peak,MMN_classic_F7_mean,MMN_classic_F7_peak,MMN_classic_F3_mean,MMN_classic_F3_peak,MMN_classic_FC1_mean,MMN_classic_FC1_peak,MMN_classic_FC5_mean,MMN_classic_FC5_peak,MMN_classic_T7_mean,MMN_classic_T7_peak,MMN_classic_C3_mean,MMN_classic_C3_peak,MMN_classic_CP1_mean,MMN_classic_CP1_peak,MMN_classic_CP5_mean,MMN_classic_CP5_peak,MMN_classic_P7_mean,MMN_classic_P7_peak,MMN_classic_P3_mean,MMN_classic_P3_peak,MMN_classic_Pz_mean,MMN_classic_Pz_peak,MMN_classic_PO3_mean,MMN_classic_PO3_peak,MMN_classic_O1_mean,MMN_classic_O1_peak,MMN_classic_Oz_mean,MMN_classic_Oz_peak,MMN_classic_O2_mean,MMN_classic_O2_peak,MMN_classic_PO4_mean,MMN_classic_PO4_peak,MMN_classic_P4_mean,MMN_classic_P4_peak,MMN_classic_P8_mean,MMN_classic_P8_peak,MMN_classic_CP6_mean,MMN_classic_CP6_peak,MMN_classic_CP2_mean,MMN_classic_CP2_peak,MMN_classic_C4_mean,MMN_classic_C4_peak,MMN_classic_T8_mean,MMN_classic_T8_peak,MMN_classic_FC6_mean,MMN_classic_FC6_peak,MMN_classic_FC2_mean,MMN_classic_FC2_peak,MMN_classic_F4_mean,MMN_classic_F4_peak,MMN_classic_F8_mean,MMN_classic_F8_peak,MMN_classic_AF4_mean,MMN_classic_AF4_peak,MMN_classic_Fp2_mean,MMN_classic_Fp2_peak,MMN_classic_Fz_mean,MMN_classic_Fz_peak,MMN_classic_Cz_mean,MMN_classic_Cz_peak,MMN_late_Fp1_mean,MMN_late_Fp1_peak,MMN_late_AF3_mean,MMN_late_AF3_peak,MMN_late_F7_mean,MMN_late_F7_peak,MMN_late_F3_mean,MMN_late_F3_peak,MMN_late_FC1_mean,MMN_late_FC1_peak,MMN_late_FC5_mean,MMN_late_FC5_peak,MMN_late_T7_mean,MMN_late_T7_peak,MMN_late_C3_mean,MMN_late_C3_peak,MMN_late_CP1_mean,MMN_late_CP1_peak,MMN_late_CP5_mean,MMN_late_CP5_peak,MMN_late_P7_mean,MMN_late_P7_peak,MMN_late_P3_mean,MMN_late_P3_peak,MMN_late_Pz_mean,MMN_late_Pz_peak,MMN_late_PO3_mean,MMN_late_PO3_peak,MMN_late_O1_mean,MMN_late_O1_peak,MMN_late_Oz_mean,MMN_late_Oz_peak,MMN_late_O2_mean,MMN_late_O2_peak,MMN_late_PO4_mean,MMN_late_PO4_peak,MMN_late_P4_mean,MMN_late_P4_peak,MMN_late_P8_mean,MMN_late_P8_peak,MMN_late_CP6_mean,MMN_late_CP6_peak,MMN_late_CP2_mean,MMN_late_CP2_peak,MMN_late_C4_mean,MMN_late_C4_peak,MMN_late_T8_mean,MMN_late_T8_peak,MMN_late_FC6_mean,MMN_late_FC6_peak,MMN_late_FC2_mean,MMN_late_FC2_peak,MMN_late_F4_mean,MMN_late_F4_peak,MMN_late_F8_mean,MMN_late_F8_peak,MMN_late_AF4_mean,MMN_late_AF4_peak,MMN_late_Fp2_mean,MMN_late_Fp2_peak,MMN_late_Fz_mean,MMN_late_Fz_peak,MMN_late_Cz_mean,MMN_late_Cz_peak,P3a_Fp1_mean,P3a_Fp1_peak,P3a_AF3_mean,P3a_AF3_peak,P3a_F7_mean,P3a_F7_peak,P3a_F3_mean,P3a_F3_peak,P3a_FC1_mean,P3a_FC1_peak,P3a_FC5_mean,P3a_FC5_peak,P3a_T7_mean,P3a_T7_peak,P3a_C3_mean,P3a_C3_peak,P3a_CP1_mean,P3a_CP1_peak,P3a_CP5_mean,P3a_CP5_peak,P3a_P7_mean,P3a_P7_peak,P3a_P3_mean,P3a_P3_peak,P3a_Pz_mean,P3a_Pz_peak,P3a_PO3_mean,P3a_PO3_peak,P3a_O1_mean,P3a_O1_peak,P3a_Oz_mean,P3a_Oz_peak,P3a_O2_mean,P3a_O2_peak,P3a_PO4_mean,P3a_PO4_peak,P3a_P4_mean,P3a_P4_peak,P3a_P8_mean,P3a_P8_peak,P3a_CP6_mean,P3a_CP6_peak,P3a_CP2_mean,P3a_CP2_peak,P3a_C4_mean,P3a_C4_peak,P3a_T8_mean,P3a_T8_peak,P3a_FC6_mean,P3a_FC6_peak,P3a_FC2_mean,P3a_FC2_peak,P3a_F4_mean,P3a_F4_peak,P3a_F8_mean,P3a_F8_peak,P3a_AF4_mean,P3a_AF4_peak,P3a_Fp2_mean,P3a_Fp2_peak,P3a_Fz_mean,P3a_Fz_peak,P3a_Cz_mean,P3a_Cz_peak,n_std,n_dev,n_total,subj_idx
anna_nenndo.mat,-3.00881,-3.06246,-1.87653,0,0.179305,0.473543,-0.340863,-0.457511,0.135948,0.315612,0.304263,0.577169,0.803206,1.11974,-0.165508,-0.396724,-0.0055286,-0.0401746,-0.116037,0,1.28852,1.77666,-0.164167,-0.113791,-0.45894,0,-0.117725,0,0.750406,0,0.142251,0,2.38208,0,1.43975,0,1.02459,1.06515,1.2454,0,0.747555,0,0.384009,0.616181,0.723912,0.419023,1.2845,0,0.141103,0,-0.294786,-0.758161,-0.290612,0,-0.109078,0,-1.55571,0,-3.65568,0,-0.386453,0,-0.437538,-0.909661,-5.17605,0,-3.64552,0,-1.09064,-1.44788,-1.79959,0,-0.753771,0,-0.630309,-1.18135,-0.080406,-0.432312,-0.254226,-0.602738,0.557745,0.662738,0.00694776,0.3484,1.75027,1.10282,0.905359,0,0.919434,1.75591,1.7672,0,2.62333,1.95494,2.03707,0,4.23219,0,3.44089,0,2.3186,0,2.54075,0,1.82793,2.28991,0.995903,1.48218,1.15422,1.5267,1.40981,1.52501,-0.220379,-0.303865,-1.02755,-0.730074,-1.86571,0,-1.32839,-1.68764,-3.19786,0,-5.31366,-6.44523,-1.75122,0,-0.363221,-0.165031,-5.30408,0,-3.48619,-4.91674,-0.527537,-1.28893,-1.62568,-3.13784,-0.756575,-1.86395,0.696672,1.87868,1.30997,2.54483,0.348273,0,0.730259,0.948799,0.533403,0.968669,1.89547,2.56919,1.29617,1.50629,0.544628,0,1.98162,0,2.27337,3.85354,1.75877,3.58101,3.68755,5.86255,2.39086,4.68786,1.42269,0,2.57484,4.62206,1.38143,0,0.43281,0.0454899,0.494711,-0.234582,2.01551,3.07707,0.00198511,-0.475225,-1.29745,-2.2991,-1.80579,-2.89139,-1.55725,-1.94044,-3.46181,-4.3767,-5.20144,0,-1.99065,-3.43028,-0.771565,-1.23676,-4.0161,-2.7685,-1.80628,-0.327839,-0.538636,-1.12386,-0.145991,1.08448,0.639537,2.25494,1.17809,1.87868,0.805793,2.54483,0.949895,1.58119,0.635415,0.948799,0.0675412,0.968669,0.119424,2.56919,0.663927,1.50629,-0.255029,-0.879602,0.593475,-0.624924,0.228171,-1.74636,-0.00594705,-1.43623,1.53656,-0.0547532,0.678672,-0.442899,0.434194,-0.191184,0.458103,-1.54615,0.675842,-0.0957095,0.563242,1.02314,1.12927,2.0638,1.0634,-0.00585208,0.558876,1.47324,0.337067,1.95404,-0.0896048,1.56981,-1.27264,-1.94044,-1.70578,0.0530251,-3.72144,-2.19603,-0.0114389,2.03428,0.235647,1.58725,-3.61385,-4.13617,-1.1331,-1.62039,-0.632938,-1.12386,0.35476,1.08448,0.934857,2.25494,1.33394,1.87868,0.0569613,-0.409498,1.15643,1.58119,0.575168,0.879043,-0.133269,-0.938486,-0.597133,-2.10894,0.492427,1.02075,-0.502881,-0.879602,-0.0137947,-0.624924,-0.546761,-1.74636,-0.513289,-1.43623,0.696134,-0.0547532,0.0843453,-0.442899,0.0938134,0.331388,-0.384462,-1.54615,0.570278,1.1848,0.61528,1.02314,1.37625,2.0638,0.766738,1.38453,0.913845,1.47324,1.13317,1.95404,0.661557,1.56981,-1.03535,-0.67583,-0.870767,-1.19016,-3.11071,-3.38428,0.650747,2.03428,0.603778,1.58725,319,62,381,1
goto_nenndo.mat,-0.179066,-0.498593,0.524078,0.834923,1.41045,1.61171,0.84099,0.948328,0.477511,0.579406,0.657725,0.774384,0.608522,0.313853,0.662236,0.586852,0.111162,0.29176,-0.00395734,-0.139812,-0.723922,-0.771602,-0.227516,0,-0.245958,0,-0.743193,-0.883628,-0.941376,-1.1152,-2.40934,-2.82313,-0.05826,-0.414357,-0.352097,-0.586875,0.131219,0.244666,0.12087,0.696057,-0.00249335,-0.327521,0.409313,0.488245,0.205365,0,0.497847,0.851622,-0.0356741,-0.102903,0.367237,0.435961,-0.235596,-0.418592,-0.609204,0,-0.340874,0,-0.702583,-0.783694,0.750645,0.886236,0.0350283,0,-0.740815,-1.24353,-0.242631,-0.668631,1.36672,0.956255,-0.381424,-0.966025,-0.732947,-1.36307,0.462231,0.301292,1.49915,0,-0.298175,0,-0.0121894,0,0.68975,0.831411,0.140295,0.742867,0.676859,0.911141,0.406874,0.62117,0.285393,0.627946,0.642617,1.01925,0.237779,1.01715,1.44489,2.11032,1.22613,1.87177,1.31015,1.77971,1.14945,2.04718,0.27267,0.66772,0.512588,0.644852,-0.158574,0,0.550611,0.279973,-0.822113,-1.12624,-0.877713,-1.71214,-1.42592,-2.03737,-2.06706,-2.50207,-1.51285,-2.0444,-2.09168,-2.58488,-0.741226,-1.72418,-0.768723,0,2.98967,0,1.99192,0,1.77426,2.47756,0.782085,0,0.305084,0,0.886248,1.1014,0.840205,2.02099,-1.16593,-1.70821,-0.461475,-0.604265,-0.64584,0,-1.13902,0,-0.511181,0,-0.393764,0,-1.23843,0,-1.1303,0,-0.859734,0,-0.782407,0,-0.658151,0,0.0521104,0,-0.7964,0,-0.995271,0,-0.0875943,-0.168006,-0.225973,-0.743451,0.172955,0.956297,-0.565819,0,-0.223999,0,0.71122,0,-1.55846,-1.64982,0.840293,0,1.55131,0,0.920216,0,-0.375251,-1.51191,4.62512,6.35097,2.92444,3.9819,1.24797,1.79587,1.50258,2.10065,1.10753,1.89031,0.786302,1.19258,-0.129382,-1.05602,-0.473831,-0.343328,-0.326804,-0.604265,-1.82325,-2.70528,-2.42466,-3.33309,-1.16376,-1.80715,-0.695197,-1.09021,-2.44723,-3.68196,-2.51533,-3.99597,-2.57804,-4.48196,-2.37939,-4.07585,-1.75235,-3.05661,-0.450507,-0.88865,-2.12891,-3.44349,-1.394,-1.54846,0.150555,0.615135,0.267686,0.874744,-0.0158217,-0.401078,0.106252,0.880633,0.815154,1.61698,1.79754,2.45136,-0.968775,-1.64982,2.18811,2.964,3.68974,5.21756,1.93758,2.69222,0.524997,1.25487,5.15733,6.35097,3.21496,3.9819,1.10547,1.79587,1.75136,2.10065,1.32169,1.89031,0.813427,1.19258,-0.667312,-1.05602,0.255772,1.34154,-0.186377,-0.162314,-2.37274,-2.70528,-2.67992,-3.33309,-1.25802,-1.80715,-0.693134,-1.09021,-2.75657,-3.68196,-2.75805,-3.99597,-3.22101,-4.48196,-2.74636,-4.07585,-2.11081,-3.05661,-0.671286,-0.88865,-2.60121,-3.44349,-1.47378,-1.74478,0.276984,0.615135,0.311882,0.874744,-0.263046,-0.911537,0.369417,0.880633,1.09579,1.61698,2.04974,2.45136,-0.674868,-0.656217,2.47473,2.964,4.28444,5.21756,1.92314,2.69222,0.734203,1.25487,654,123,777,2
hiramoto_nenndo.mat,0.498017,0.11135,-0.0822856,0.0360857,0.591672,0.716364,0.377721,0.481735,-0.148314,-0.119587,0.160115,0.281253,0.453716,0.61811,0.130197,0.0727097,0.222252,0.255963,0.585075,0.496412,0.446681,0.363357,0.49944,0.430178,0.00992293,-0.089683,0.689828,0.732025,0.397203,0.446365,0.179588,0.208126,0.0309388,-0.0797926,0.188544,0.342292,-0.0974176,-0.307533,-0.220455,-0.259021,-0.511041,0,-0.272379,-0.426533,-0.942083,-1.10689,-0.620961,-0.547384,-0.716579,-0.745878,-0.463226,-0.54592,-0.521672,-0.568143,-0.793588,-0.858135,-0.176352,-0.231156,0.694817,0.883896,-0.138172,-0.1694,-0.448675,0,0.555122,1.00919,-0.508077,-0.546745,-0.261382,-0.464229,0.00601643,0,-0.502057,0,-0.360402,-0.671541,0.214463,0.0119119,0.00823488,0.0811803,0.0813979,0.0692131,0.977798,0,0.752263,0.709356,0.819205,1.03681,0.0756442,0.175093,1.043,0,0.82628,0,0.67299,0,0.242541,0,0.502767,0,0.147358,0.345742,0.140523,0,-0.573265,0,-0.336655,-0.320161,-0.590015,-0.507688,-0.74938,-0.776096,-0.524642,-0.372511,-0.633046,-0.480784,-0.715635,-0.984166,-0.706326,-0.762827,-0.0508372,0.0714935,0.34752,0,-0.350941,-0.0909425,-0.546458,-0.745378,-0.0978711,-0.468075,-0.517552,-0.941348,-0.718928,-1.04713,-0.153566,-0.428086,-0.461961,0,-0.850846,-1.16369,0.181214,0.255694,-0.159778,-0.231475,0.01351,0.159558,1.12604,1.29885,1.11265,1.4118,0.980967,1.15617,0.168423,0.293321,1.29889,1.51647,1.27756,1.58666,0.869798,1.27893,0.160822,0.749694,0.655328,0.766616,0.397813,0.506516,0.38266,0.504875,-0.375131,-0.462418,-0.257972,-0.382992,-0.616057,-0.745442,-0.116797,-0.101154,-0.416775,-0.582793,-0.562346,-0.846712,-0.715582,-0.720029,-0.772465,-1.0989,-0.345002,-0.66141,-0.443034,-0.704568,-0.357852,-0.695602,-0.680091,-0.601806,-0.145183,-0.468075,-0.283819,-0.366119,-0.677541,-1.04713,0.133894,0.247552,-0.171356,0,-0.73944,-1.16369,0.245644,0.597648,0.0599837,-0.173968,-0.064771,-0.303838,1.04124,1.29885,0.679778,1.4118,0.749643,1.15617,0.038831,0.293321,0.850419,1.51647,0.668384,1.58666,0.422549,0,-0.228006,0,0.423718,0.357107,0.26747,0.506516,0.31041,0.504875,-0.323617,-0.462418,-0.232058,-0.382992,-0.212876,-0.745442,-0.00917267,0.285805,-0.130462,0.179498,-0.212931,-0.454448,-0.47544,-0.720029,-0.62927,-1.0989,-0.148439,-0.226044,-0.568713,-1.06714,-0.00259087,0,-0.628971,-0.855668,-0.267605,-0.35554,-0.219659,-0.366119,-0.653458,-0.642096,0.419193,0.849013,0.134279,0.665479,-0.553622,-0.725099,0.350582,0.597648,0.358929,-0.173968,0.00494965,-0.303838,1.06462,1.1079,0.376592,0.130585,0.640298,0.610254,-0.026267,-0.159508,0.53264,0.508712,0.161605,-0.26893,-0.0236546,-0.746065,-0.645211,-1.49704,0.140222,-0.39839,0.111487,-0.192612,0.0697685,-0.597929,-0.401065,-0.67871,-0.1545,-0.382992,0.201094,0.344585,-0.136411,-0.497246,0.0153632,0.179498,0.098658,0.678366,-0.237226,-0.422518,-0.533015,-0.439415,-0.00585747,-0.226044,-0.716729,-1.06714,0.300845,0.740353,-0.398503,-0.855668,755,163,918,3
hirano2_nenndo.mat,-0.377911,-1.42882,0.258136,0.617986,0.479891,1.0344,0.110964,-0.151651,0.068186,0.562409,0.232234,0.491742,-0.0485894,-0.389089,0.526056,0.463322,0.332096,0.373662,0.419035,0.285104,0.51109,0.974327,0.649929,0,0.471294,0,0.453658,0,0.692886,1.49625,0.127878,1.38219,0.0192789,-1.58353,-0.0804057,-1.22738,0.14297,0.845506,-0.419786,-1.56672,-0.152973,-0.0314043,-0.2965,-0.401396,-0.750002,-0.931491,-0.158468,0.22126,-1.13505,0,-0.37998,0,0.136368,0.68464,-0.429852,-0.880298,-0.100023,-0.44017,-0.155512,-0.742825,0.0924148,0.303103,-1.2387,0,-1.29191,-0.974422,-0.316579,-0.643605,0.00278059,-0.270146,-0.43207,-0.852688,-1.57577,-2.12776,0.0480625,0.132837,0.616362,1.44999,0.513056,0.733816,0.235886,0.413944,1.24737,1.24719,1.46983,2.31466,1.78752,1.98413,1.01654,1.1607,1.54321,1.86391,1.85049,2.31333,1.32405,1.57618,1.10323,1.49812,0.830226,1.15837,0.964506,1.16612,0.5133,0.83505,-0.0425364,-0.364638,-0.419509,-0.616259,-1.32616,-1.75648,-0.589667,-1.43721,-1.97331,-2.02411,-1.49986,-1.98143,-1.01466,-1.45673,-0.0730515,-0.800434,-0.460165,-1.02581,-0.59057,-1.07356,-0.653662,-1.21789,-2.80692,-3.37828,-0.840163,-1.82907,1.31857,1.82904,-0.0656931,-0.391789,1.28474,1.65126,-0.866374,0,0.561944,1.08864,0.63211,0.814264,1.1355,1.34841,-0.432406,-0.510645,1.86168,2.14245,0.0375732,-0.458365,1.09801,0,0.595487,0,-0.041307,-0.506996,-0.90366,-1.77122,-0.35852,-1.02135,-2.05462,-2.63043,-0.920571,-1.62559,0.149304,-0.5199,-1.22594,0,-0.733372,-1.32409,-0.153052,-0.134848,0.097881,0.366351,-1.12524,-1.88223,-1.08631,-1.15573,0.212588,0,0.138296,0,0.661909,1.41116,0.220926,0.449003,0.994719,0,1.46286,1.91541,-1.65794,0,-0.469568,-0.640349,1.48682,1.82904,-0.686821,-1.96763,1.26271,1.65159,-0.583554,-0.863437,0.366016,1.08864,0.1979,0.814264,0.894871,1.34841,-0.3571,-0.665239,1.0872,1.75281,-0.670897,-1.71471,0.587747,0.197506,0.410701,0.427759,-0.463326,-0.84726,-1.23133,-1.77122,-0.574953,-1.02135,-2.37507,-2.86772,-1.28048,-1.62559,-0.055699,-0.5199,-1.98274,-2.90573,-0.717762,-1.32409,0.311235,0.912715,0.565804,1.03023,-1.22779,-1.88223,-0.542961,-1.15573,0.915122,1.57187,1.27405,2.13341,0.513061,1.41116,0.271524,0.799573,1.58543,1.9183,1.89709,2.55294,-0.408964,0,-0.321452,-0.640349,1.31589,1.78928,-1.09766,-1.96763,0.991703,1.65159,-0.444828,-0.863437,0.128948,-0.105033,0.287851,0.944812,0.617044,0.42925,-0.274451,-0.665239,0.629377,1.75281,-0.72495,-1.71471,0.268021,0.197506,0.235023,0.427759,-0.576294,-0.84726,-1.20397,-1.50079,-0.690036,-0.21666,-2.38894,-2.86772,-1.3706,-1.64073,-0.156903,-0.5199,-2.42361,-2.90573,-0.581228,-1.32409,0.522858,0.912715,0.767515,1.03023,-0.759721,-1.67202,-0.282295,-1.15573,1.01674,1.57187,1.87328,2.20491,0.755533,1.41116,0.141854,0.799573,1.67411,1.9183,1.75543,2.55294,0.313519,1.01636,621,124,745,4
hirano_nenndo.mat,0.921334,0.944519,0.658941,0.718781,0.445626,0.534765,0.360556,0.434179,0.18698,0.120839,-0.181543,-0.189671,0.197675,0.277842,-0.197473,-0.422966,0.0587625,0,-0.0752556,-0.00528962,-0.279043,-0.181293,-0.188271,-0.0709982,-0.119927,0,-0.122862,0.0142403,-0.0355336,0.108692,-0.218852,-0.112614,-0.360094,0,-0.23168,-0.191005,-0.216406,-0.170311,-0.400868,-0.480113,-0.178302,-0.1993,-0.0853464,0,-0.474275,0,-0.000172204,0.281608,-0.293684,-0.359967,-0.427716,-0.4775,0.162762,0.0891944,-0.339346,-0.427125,0.461004,0.445063,0.724427,0.806578,0.185723,0.116701,0.0626262,-0.0312134,1.01324,1.29828,0.767476,0.855738,0.536509,0.661066,0.271818,0,0.160815,0.317903,-0.0370973,0.179919,0.242044,0.507512,0.528614,0.733933,-0.164796,-0.224081,-0.181986,-0.288709,-0.380919,-0.59285,-0.42801,-0.493348,-0.516746,-0.649002,-0.400901,-0.517935,-0.209249,-0.383627,-0.350601,-0.440307,-0.193536,-0.0989474,-0.386999,-0.50318,-0.391068,-0.488061,-0.39196,-0.66269,-0.225478,-0.363884,-0.538935,-0.769139,0.255858,0,0.00314822,-0.0853809,-0.076846,-0.128393,-0.32374,-0.0726013,0.412357,0.498962,-0.294126,-0.435476,0.530297,0.557766,0.727321,0.927883,0.215264,0.331197,-0.172249,-0.31363,0.955797,0.597921,0.675577,0.871099,0.247949,0.34425,0.0640329,0.17688,0.0729677,0.210615,-0.172192,-0.296205,-0.0633215,0.026681,-0.0670612,0,0.024324,0.158685,-0.100473,-0.122989,-0.360454,-0.381565,-0.124068,-0.133074,-0.257406,-0.0986315,-0.177617,-0.0558298,-0.184802,-0.365389,-0.218509,-0.480314,-0.259529,-0.527004,-0.112803,0.169067,-0.121443,-0.1896,-0.377451,-0.436298,-0.0563093,-0.228064,-0.364438,0,0.67157,0.93392,-0.160976,-0.312686,-0.154576,-0.313072,-0.574097,-0.817753,0.269939,0.448953,-0.345679,-0.609405,0.389808,0.578156,0.718972,0.952769,0.262376,0.435101,-0.101139,-0.105497,0.640295,0.789069,0.475912,0.871099,0.243616,0.422542,0.195127,0.395117,0.293293,0.210615,-0.222722,-0.296272,-0.265261,-0.470677,-0.423489,-0.705751,0.263555,0.158685,-0.158418,-0.309387,-0.386102,-0.576401,-0.0443521,-0.133074,-0.109678,-0.154902,-0.1275,-0.180123,-0.103149,-0.204819,-0.161408,-0.265953,-0.312792,-0.527004,-0.00875868,0.169067,-0.148214,-0.193117,-0.400069,-0.436298,0.0938802,0.303661,-0.0705351,0.30116,0.253451,-0.143168,-0.0998679,-0.312686,-0.038122,-0.313072,-0.307206,-0.277844,0.228454,0.448953,-0.374921,-0.609405,0.207978,0.578156,0.430453,0.952769,0.342566,0.435101,0.0925524,-0.105497,0.31774,0.789069,0.246079,0.450906,0.210596,0.422542,0.139961,0.395117,0.441082,0.746238,-0.133413,-0.296272,-0.319621,-0.470677,-0.557107,-0.705751,0.471587,0.79688,-0.266259,-0.309387,-0.343491,-0.576401,-0.0182181,0.112026,0.025264,0.222273,-0.0875163,-0.180123,0.000269014,-0.204819,-0.135517,-0.265953,-0.262755,-0.500352,0.0923717,0.169067,-0.183244,-0.331863,-0.427263,-0.731409,0.206808,0.303661,0.117112,0.30116,-0.0580439,-0.353995,-0.00193142,0.110231,0.0197772,0.263998,-0.0609471,-0.277844,0.20881,0.276085,-0.357402,-0.465358,-0.0159587,0.367088,0.0991994,0.568768,0.338052,0.480757,0.292207,-0.105497,708,166,874,5
isoda_nenndo.mat,-1.09953,-1.25895,-0.558186,-0.74771,-0.0699715,-0.4387,-0.259697,-0.391851,-0.41279,0,-0.312487,-0.914518,-3.41047,-3.72526,-1.24002,-0.744701,0.193717,0.312507,0.25685,-0.00659423,-0.0780336,-0.538879,0.333599,0.399932,0.609842,0.785787,0.0425113,0.345904,0.30603,0.710289,1.52654,1.85862,2.38317,2.74872,1.49603,1.76675,1.3117,1.4963,1.86957,2.00282,1.28467,0,0.475119,0.607515,0.120743,0,-3.93216,-4.62125,0.0121387,-0.0223417,0.559538,0,0.00908225,0,0.921537,0,-0.970226,-1.11685,-0.452037,-0.609279,-0.869908,-0.981743,-0.0476525,-0.0314281,-2.08035,-3.25494,-1.3309,-0.706718,-0.0880679,0.265478,-0.554752,-0.139362,-0.838965,-0.533156,-0.307246,-0.0489929,-3.08117,-3.97271,-1.77297,-2.1651,-0.0465348,-0.39762,1.1643,0,0.821734,0,0.491138,-0.0778188,0.4145,0.907271,0.0212293,-0.545926,-0.237895,-0.924679,0.99045,0.229036,1.79318,1.16158,1.28412,0.876315,1.25644,1.34093,2.30549,0,1.89425,2.02352,0.335598,0.498201,0.488706,0.770071,-3.78966,-4.89543,0.499729,1.00444,0.656955,1.01361,0.367941,1.03035,1.49742,2.11622,-0.417478,0.285664,-0.767998,0.103893,-0.808969,-0.232912,-0.161193,-0.303286,-2.17521,-2.14079,-2.39362,-2.95851,-1.13283,-0.738782,-1.43548,-2.08803,-2.13383,-3.01995,-0.566756,-1.03781,-3.95695,-0.222001,-1.37106,-1.72674,-0.0272349,-0.459437,2.01265,2.30376,2.69583,3.93065,1.32889,1.51958,0.558587,0.807968,1.53381,2.15891,1.82856,3.00214,3.13238,3.98159,3.11155,3.68093,2.05889,2.30742,1.10816,1.41109,3.02176,3.71148,1.3655,1.67318,-0.170753,-0.729591,0.0471679,-0.794198,-6.02082,-2.90017,0.0595475,-0.956244,-0.559505,-1.42172,-0.458987,-1.25166,1.65145,2.75042,0.0535671,0,-0.67747,0,-1.69154,-2.59546,-0.797531,-1.72398,-1.30085,-2.14079,-1.35487,-2.95851,-1.63513,-1.97556,-0.186256,1.19198,-0.77168,-3.01995,-0.686962,-1.03781,-6.55395,-8.00344,-0.610843,-1.72674,0.254762,0.620362,1.37205,2.30376,0.463944,3.93065,0.924671,1.51958,0.444423,0.807968,0.435868,2.15891,-0.0512373,3.00214,1.43792,3.98159,1.42883,3.68093,1.10637,2.30742,0.985761,1.41109,1.68321,0.649512,1.33732,1.67318,0.400944,1.06075,1.36245,2.86909,-8.1257,-10.0791,0.985629,1.71038,0.768908,2.24032,0.996054,2.54551,2.21472,2.75042,1.50823,2.75725,0.586808,1.64293,0.0149722,1.87898,0.5621,2.07268,-1.09445,-0.209073,-0.8535,-0.0571353,-2.30596,-3.41503,0.285857,1.19198,-0.113838,0.733036,-1.03357,-1.03781,-6.74834,-8.00344,0.296139,1.56641,0.374017,0.620362,0.989532,0.936648,-0.70227,-1.89428,0.714996,0.178967,0.363134,0.807968,-0.120762,-1.16664,-1.05904,-2.52481,0.330545,-0.905044,0.439971,-0.991801,0.374264,-0.675089,0.840611,1.41109,0.862849,0.649512,1.22792,1.52784,0.723498,1.06075,2.1084,2.86909,-7.78711,-10.0791,1.33101,1.71038,1.43059,2.24032,1.68767,2.54551,2.12076,2.75042,2.09425,2.75725,1.05182,1.64293,0.898868,1.87898,1.27037,2.07268,462,80,542,6
